Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
209,0.5643,0.2304,0.9562,0.3290,0.3531,0.3290,0.4661
210,0.4680,0.2836,0.5441,1.1366,0.0934,1.1366,0.5920
211,0.5386,0.0454,0.4870,0.0192,0.1949,0.0192,0.2133
212,0.1127,0.3203,0.0252,0.0905,0.0631,0.0905,0.0789
213,0.0800,0.2939,0.1047,0.0783,0.0807,0.0783,0.0932
214,0.3284,0.2112,0.3939,0.1472,0.1191,0.1472,0.2278
215,0.3088,0.3466,0.1486,0.0171,0.1877,0.0171,0.1766
216,0.5878,0.0592,0.7458,0.3341,0.3463,0.3341,0.3839
217,0.5557,0.2291,0.2691,0.0990,0.0611,0.0990,0.0626
218,0.5266,0.0110,0.0160,0.2307,0.0561,0.2307,0.0304
219,0.4649,0.0422,0.0039,0.2575,0.0476,0.2575,0.1762
220,0.0521,0.1197,0.2593,0.0315,0.0246,0.0315,0.0804
221,0.1320,0.5275,0.0024,0.2865,0.3995,0.2865,0.0880
222,0.5931,0.2272,0.4607,0.1958,0.1942,0.1958,0.3160
223,0.2651,0.0710,0.0286,0.4524,0.4936,0.4524,0.2773
224,0.2153,0.3219,0.2698,0.3834,0.0525,0.3834,0.0987
225,0.1441,0.0651,0.1693,0.5538,0.3544,0.5538,0.0674
226,0.3475,0.2270,0.0393,0.0478,0.0150,0.0478,0.0019
