Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred
81.9884,81.9831,81.9848,81.9466,81.9384,82.0354,81.9165,81.9673
80.8449,80.8492,80.8445,80.9842,80.9379,81.0253,80.8386,80.9131
82.4536,82.4511,82.4585,82.2859,82.0453,82.4780,82.4316,82.3584
82.3935,82.3938,82.3940,82.3685,82.5006,82.4081,82.3685,82.4054
84.5218,84.5251,84.5224,84.5974,84.2045,84.3328,84.5682,84.4591
81.9484,81.9372,81.9460,81.9118,81.6318,81.8515,81.9923,81.8788
92.4892,92.4950,92.4945,92.4948,92.9918,92.6144,92.5030,92.5984
81.9884,81.9871,81.9875,82.0264,81.8840,81.9907,81.9786,81.9758
81.9884,81.9743,81.9802,81.8106,82.1083,82.0261,81.9367,81.9723
80.4038,80.4008,80.4053,80.2632,79.8205,80.3323,80.3805,80.2674
83.0066,83.0054,83.0063,83.1074,83.3428,83.0175,83.0012,83.0800
87.8071,87.8090,87.8085,88.0007,87.8883,87.8502,87.8093,87.8611
70.1502,70.1552,70.1509,70.1301,70.6529,70.3325,70.1351,70.2588
94.1677,94.1755,94.1695,94.2454,95.0308,94.1965,94.1920,94.3345
